1spin,2spin,3spin,4spin,5spin
2.065325433115215,7.22386112539976,25.536905116745647,80.56993804570249,238.48802728506536
2.2120248527459196,6.77530170818012,25.047865161207547,80.29419568098939,240.86431396653256
0.8826816483881691,7.7387807163340065,25.599967981788215,81.52247274427262,239.8369547689564
1.5016858921548928,7.323769767555847,23.205649321009407,81.69470452579603,241.72519127741256
1.1154654907455561,7.899656466875767,26.134155446302902,80.06159676562075,242.14631131856578
1.7063945613021694,7.637727222997682,25.308106903921015,81.06587970304078,242.05354861052882
1.774844713834999,7.506245811683642,25.67945883227695,81.03636572036416,241.40768008894935
1.238101962421671,6.663897459234465,26.220066042167897,78.761503222032,240.93427515191087
2.044864203858607,7.793155078006947,26.05757596193103,77.43923199782894,242.25498853532565
1.5591948333901866,7.121430207714738,26.27281380236453,78.78192857252672,241.56561879559888
1.8831424637338625,8.023711176298768,26.22646093728265,79.70847376905826,241.01870220797989
0.635366089375412,7.491087019457452,26.54631247540227,80.98766716952318,241.35452897474045
2.2919216677793126,7.866343572440127,24.977865237766434,80.18309441281984,242.10238968195407
1.6683405523720052,6.048689093959423,26.389110124067663,80.9148640470732,240.89357779647895
2.21972006806176,8.124865693971802,24.726164501856477,80.54821779143349,239.9305521597688
0.3956219032010426,6.832558781376128,25.309889621198163,81.09039665011912,241.14237446746367
2.1526216276816452,7.165866828311333,25.004922819835183,79.62519201295459,239.5861489363305
2.105436814856694,7.961780430279194,24.670875585571075,81.15103737972613,241.07085599253477
1.98156588085692,7.928199045579372,24.35145818572597,81.7569191392008,240.9300964279594
1.7943529041966206,7.908239965062953,26.370123092403293,79.80495492488281,240.60156903213706
1.4527484744076689,7.31732650772791,25.85135570142646,78.68563714010989,241.92106575432373
2.0084036387446433,7.942831633673291,25.952299606459842,81.14207983359715,241.27618455176224
0.8615677686815062,7.395345734872722,25.285538399324917,79.04643844191293,241.45421923111178
2.279198895774499,7.782288551604145,24.56368531559268,81.69846307892216,240.48036865927494
1.6991870738962713,6.543170788745079,23.077508071999496,80.32389509199889,241.48302060629604
1.9095191537168597,7.552899269209812,26.511568308899147,80.69264532552346,240.6921556535178
0.1371016444888015,7.096068621204702,25.720491562686608,80.30787083509321,240.29900670576635
2.1272692220150025,7.129362461283515,26.140866738111068,80.507895991268,240.5438930684085
1.3430851250780227,7.777053865085367,25.895946778188566,79.94436667668914,239.5522832872099
0.7363284333011562,6.12355548941529,24.80952356325844,81.36960717254625,242.16498896329884
1.393857231365504,7.333410224266794,25.47920725898375,80.2643269619147,240.268579820337
2.292835845135436,7.5527324148602295,25.721550075574704,81.3422840702125,240.83921350697756
1.9125508089368946,7.206776198655181,25.258276538440196,80.51698185238973,240.2165167520715
1.0498797936783482,7.6815684874167856,25.9919344284201,79.6725340359298,241.13918312223666
1.7346984497283582,7.4263260128305,27.14535720000252,80.40297253923926,242.07639959770492
1.61795021516847,7.770979645739555,25.03178491349657,80.67595762204947,240.7800408643825
1.648831736414302,7.336700732291087,26.51255569123373,81.38459509064906,240.53243685287956
2.0730038349868893,7.720463786467975,26.120794641045112,81.3668463960038,240.3822675324161
1.4100348828995948,7.433168785538099,25.352504738875197,81.22090157896167,240.63130478155816
1.533128651543796,8.12472768876506,25.368533036665816,79.57406011837155,241.56016533973747
1.4690215020832884,7.924138172459482,25.96295822637193,80.61451069953401,239.53217367257997
1.5841035682209967,8.065802662508942,24.72853015154434,78.66294612300825,239.49486520838153
1.9889721721037712,7.336264495738825,25.87552062880783,80.78734135232214,241.1835465934164
1.6218034995761963,5.338151182094985,25.544977166279338,80.9207549875414,240.77468344665266
2.1233089759170194,7.475348937210199,24.503539800387994,80.4421824380683,238.80538123975612
1.8281049276002772,6.775152472811376,26.012596305571627,77.86264942017837,241.2607031278514
1.1233648375001146,7.4798543211451,24.70264842259826,80.76121967802587,239.46904127419904
1.3972383357388938,5.559434506206807,25.866165423087732,80.78180623506573,240.95030361181395
2.1414999975889177,7.354839002377327,25.683201680963926,81.14629488071,241.91395078095198
2.0002621632172852,5.704558872947162,24.565791445175275,79.37045403474626,241.0098943844142
1.3735705647836232,7.808093469341027,26.05696532363778,80.72574756667383,239.54541659963976
1.9394423441870643,6.180834905716943,24.97362565271128,80.9396123692191,240.150725919837
1.3594058732128507,7.083827533845255,25.31245656964806,80.45993902514681,241.24048681616475
1.8881500796420547,7.884407980785374,26.013816266508016,80.61827053346161,242.62463942801847
2.210980536411067,8.002546447760308,25.3105030270428,79.77992004426652,240.79514552776317
1.4803469400235316,7.916586618777666,26.304086571002745,81.61411555183842,241.41507857873125
1.79009064619852,7.451294910232434,25.773141777173453,79.64480578313096,240.3865998305244
2.0013731958272425,7.4020484611759825,25.944154049588228,79.72520390717231,241.6377451605137
1.3285658356144339,7.102879050784741,25.173905186816196,80.74403340919697,241.57332947905627
1.9841565376781096,6.295424851083239,26.125147769573154,79.33631767921182,241.25631299028063
1.820720750973623,8.178670425307812,24.509275929279244,80.39751274405958,241.0578661011866
1.7866714761937432,7.575286422055354,25.26583710423063,80.05452986497131,241.481594797629
2.0815352724519185,7.375846047998007,25.464255900397266,80.67737355024995,240.23029878482788
2.1887827160729385,4.440366600214506,25.799286713559425,80.86963106524168,242.12428768119224
2.2603627147791427,7.681719067712644,25.52476982066732,74.81271393519363,240.5686017681949
1.9693444659637789,7.627803035335043,24.90257151506726,80.23728729590063,240.00197546278523
